item_code,uom,unit_price,description,page
309020005,EA,606.00,"تأريض معدات أرضية داخل سياج في تربة صخرية Grounding of pad mounted equipment inside fence (( Compact (Package) S/S, Unit",32
309020006,M,10.00,تأريض معدات داخل سياج بدفن سلك التأريض بتربة صخرية Grounding of pad mounted equipment inside fence (( Compact (Package) ,32
310000001,EA,275.00,صيانة لوحة توزيع فرعية أي نوعMaintainance of any type minipillar صيانة لوحة توزيع فرعية أي نوعEA 174.00 SAR Unit Rate 44,32
310000004,EA,349.00,"صيانة وحدة حلقية رئيسي/وحدة قياس.. زيتية Maintenance of any type MV RMU or Metering Unit for Bulk consumer,( stand alone",32
310000007,EA,472.00,استبدال/إعادة تثبيت غطاء او باب لوحة توزيع فرعية أي نوع Replacement or refixing of any type mini pillar cover ( side / t,33
310000011,EA,158.00,توريد وأستبدال قفل/مفصلة باب محطة مدمجة / محطة وحدة /لوحة توزيع فرعية /رئيسية اي نوع/سعة Supplying and replacement of do,33
310000012,EA,121.00,تركيب أو أستبدال مفصله باب/ او لسان الاقفال / مثبت باب ( ركزة ) لمحطة مدمجة أو محطة وحدة أو لوحة توزيع فرعية أو رئيسية ا,33
310000013,EA,322.00,"تغيير زيت معدة أرضية ج.متوسط Changing of Oil for MV U/G equipment, including dumping of old oil, refilling with Company-",33
310000014,EA,400.00,تركيب/ استبدال/ اصلاح غلاف العازل الخارجي لكابل جهد متوسط Installation / Replacement / Repairing of the insulation cover,33
310000017,EA,120.00,"عمل معاينة وفحص لوحدة حلقية قائمة اي نوع Inspection / testing of existing any type RMU , using digital cameras / partial",33
310000018,EA,300.00,عمل معاينة وفحص للوحات التوزيع الفرعيه الارضية القائمة Inspection / testing of existing mini-pillar using thermal camera,33
310000020,M,20.00,إختبار كابل ضغط متوسط بواسطة الموجاتTesting of HV cable using VLF Using approved company devices /tools and submission o,33
310000033,EA,450.00,"تعريف كابل جهد متوسط/ منخفض قائم Identification of an existing MV / LV cable , any type/size Using approved company devi",33
310000036,EA,409.00,استبدال شاحن دائرة التحكم أو جزء من وحدات التحكم الطرفية لمعدة ارضية Replacement of charger or a part of RTU for UG equi,34
401000003,EA,999.00,سحب أو نقل أوقيادة او اعادة مقطورة بكرة الكابل المرن المتنقلة او مولد الشركة المتنقل او محطة متنقلة بواسطة نقليات المقاو,34
401000004,KM,9.00,"المبغ الإضافي لكل كيلومتر إضافي Additional amount to be paid to items no ( 401000001 ) , ( 401000002 ) and ( 401000003 )",34
401000005,EA,78.00,إعادة تعبئة مولد الشركة المتنقل بالوقود (Refilling of company mobile generator with fuel ( fuel to be supplied by compan,34
401000012,EA,53.00,تركيب لوحة تعريفية لمعدة أرضية/ هوائية installation of any plate or stickers like ( arch flash plate / Asset tag / dange,34
401000013,EA,49.00,طلاء/ إعادة طلاء الرقم التسلسلي لعمود قائم او معدة هوائية / أرضية قائمة Painting / repainting serial number of existing ,34
401000019,EA,1079.00,إزالة وترحيل المخلفات/ الكثبان من المواقع القائمة مع تنظيف الموقع Removal of debris / surplus materials / sand close to ,35
401000021,EA,1959.00,وردية طوارئ عدد(2) فني كهرباء وعدد(1) مشغل معدات ثقيلة مع سلة ونش Performing an emergency shift ( 8 hours ) in operation,35
401000022,EA,167.00,وردية طوارئ مهندس كهرباء عدد(1) Performing an emergency shift ( 8 hours ) in emergency control center with abilities inc,35
401000027,EA,100.00,تركيب او استبدال قفل وإعادة اغلاق باب معدة هوائية او ارضية او صندوق عداد Installation or replacement of a lock and reclo,35
401000028,EA,120.00,توريد المواد اللازمة وإغلاق فتحات معدة هوائية/ أرضية قائمة Supplying of required materials and sealing th openings for e,35
402000002,EA,162.00,تركيب قضيب تأريض إضافي لتحسين قيمة المقاومة الأرضية في تربة صخرية Installation of additional grounding rod to be connect,35
402000003,M,9.00,تحسـين مقاومة الأرضي بعمـل حـفـر إضافي في قاع الخندق وتمديد سلك التأريض بداخله Improving soil resistance by excavating a,35
402000004,EA,59.00,"تركيب/ أستبدال سلك التأريض لأغراض الصيانة Installation/replacement of grounding wire, including disconnection, reconnect",35
403000001,EA,1182.00,توريد/تركيب/إنشاء قاعدة صندوق وصل/تأريضSupplying and installation or constructing at site of concrete foundation for any,35
403000005,EA,1579.00,"إستبدال صندوق وصل مع ملحقاته مع القاعدة Replacement of an existing link box, any type, for 33/34.5 KV U/G cables with al",35
403000009,EA,5281.00,"إزالة صندوق وصل( تاريض ) مع القاعدةRemaval of an existing link box, any type, for 33/34.5 KV U/G cables with its concret",36
404000002,EA,3083.00,"اختبار المقاومة الأرضيةElectrical Resistivity test (8 ) directions for each point, covering the substation area accordin",36
501010001,ASM,281.00,"تركيب وتوصيل صندوق بعداد آحادي اى مقاس/نوع Installation and connection of one-meter assembly with its accessories, Any s",36
501010003,EA,2000.00,"تركيب وتوصيل صندوق بعدادين اى مقاس/نوعInstallation and connection of two-meter ( double ) assembly with its accessories,",36
501010009,EA,2400.00,استبدال عداد قياس الطاقة المركب على مغذيات التوزيع بمحطات التوزيع الرئسية Replacement of the existing energy meter on Di,36
501010010,EA,25000.00,توريد وتركيب خلايا قياس( سعة 6 عدادات) لمغذيات التوزيع بمحطات التوزيع الرئسية Supplying and installation of measuring pa,36
501010011,EA,3500.00,تركيب محول تيارCT قياس بمحطات التوزيع الرئسية Installation of measuring CT in Main Distribution Substations according to,37
501010012,EA,2000.00,تركيب عداد قياس الطاقة على مغذيات التوزيع بمحطات النقل Installation of energy meter on Distribution feeders in NG Substa,37
501010013,EA,2400.00,استبدال عداد قياس الطاقة المركب على مغذيات التوزيع بمحطات النقل Replacement of the existing energy meter on Distribution,37
501010014,EA,25000.00,توريد وتركيب خلايا قياس( سعة 6 عدادات) لمغذيات التوزيع بمحطات النقل Supplying and installation of measuring panels with ,37
501010015,EA,3500.00,تركيب محول تيارCT قياس بمحطات النقل Installation of measuring CT in NG Substations according to NG Specifications. The w,37
501020001,ASM,307.00,"تركيب وحدة قياس طاقة/قاطع أي مقاس/نوعInstallation of KWH meter or Circuit Breaker (CB) for an existing box, any size / t",37
502010002,ASM,328.00,استبدال صندوق بعداد احادي مباشر صندوق بمحول تيار/صندوق بعداد محول تيار منفصل بصندوق آخر بمحول تيار / صندوق بعداد محول تي,37
502010003,ASM,348.00,استبدال صندوق/لوحة بعداد/عدادين مباشربصندوق/لوحة بعدادين مباشره Replacement of an existing box / panel with one or two -,37
502010004,ASM,441.00,استبدال صندوق/لوحة بعدادين او أكثر مباشربصندوق/لوحة بأربع عدادات مباشره Replacement of an existing box / panel with two-,38
502010005,ASM,627.00,استبدال مجموعة صناديق(بعداد/بعدادين) مباشرة بصندوق رباعي مباشر Replacement of a group of existing meter boxs ( one or tw,38
502010006,ASM,479.00,استبدال كبينة خدمة بكبينة خدمة أي مقاس واي نوع Replacement of an existing LV service cabinet assembly by LV service cabi,38
502020001,EA,95.00,استبدال صندوق فيوز/صندوق محول تيار ج.منخفض/صندوق خدمة/قسام/صندوق وصل Replacement of an existing LV fuse box / CT Box / h,38
502020006,ASM,326.00,استبدال وحدة مجمع البيانات للعداد الذكيReplacement of smart meter Data Concentrator Unit (DCU) استبدال وحدة مجمع البيانا,38
503010002,ASM,344.00,تغير مكان(إزاحة) صندوق بعداد محول تيار/محول تيار منفصل مع ملحقاته Relocation of CT meter / remote type CT meter assembly,38
503010003,ASM,481.00,تغيرمكان(إزاحة) صندوق/لوحة بثلاث/اربع عدادات مع ملحقاته Relocation of box / panel with three or four-meters ( whole curr,38
504010001,EA,178.00,إزالة صندوق/لوحة بعداد/بعدادين مباشر أو صندوق بعداد محول تيار مع ملحقاته Removal of box / panel with One or two-meters (,39
504010002,EA,248.00,إزالة صندوق/لوحة أكثر من عدادين مباشر مع ملحقاته Removal of box / panel with more than two-meters ( whole current ) asse,39
506000005,EA,97.00,تركيب/إزالة/استبدال جمبرة بين صندوق خدمة وصندوق عداد او داخل صندوق العداد Installation / removal / replacement of LV jum,40
506000006,EA,56.00,فصل/توصيل التيارعن المشترك بقفل القاطع بالمفتاح ( فصل غير فني ) Disconnection or reconnection of customer power supply f,40
506000011,EA,170.00,فحص واختبار دقة وحدة قياس الطاقة Checking and testing of any size/type KWH Meter accuracy including CT/VT if required on,40
506000012,EA,200.00,"تحديث البرنامج الداخلي للعداد الذكي بالموقعUpgrading of Smart Meter’s Firmware (FW) at site, any size/type تحديث البرنام",40
506000015,EA,162.00,تفعيل واختبار جميع الانذارات الجديدة المطلوبة من قبل مركز التحكم لعداد ذكي Activation and Testing of all new alarms requ,40
507000002,EA,205.00,تأريض من1 الى4 عدادات(محول تيار أو توصيل مباشر) بصندوق واحد او اكثر في تربة صخرية Grounding of one (1) to four (4) meter,40
507000003,EA,312.00,"تأريض مجموعة صناديق العدادات داخل غرفة في تربة عادية/رملية Grounding group of meters assembly inside a room , including ",40
507000004,EA,331.00,"تأريض مجموعة صناديق العدادات داخل غرفة في تربة صخرية Grounding group of meters assembly inside a room, including install",40
508000001,EA,220.00,استبدال ماسورة عداد حديدية/بلاستيكية أو ماسورة الخدمة الهوائية Replacement of service cable protection PVC / steel pipe ,41
508000002,EA,199.00,تغيير غطاء/ مفصلات صندوق عداد / مثبت غطاء صندوق العداد أي مقاس / نوع Replacement of meter box cover / hinges / door stay,41
508000005,EA,267.00,صيانة صندوق عداد رباعي مباشر قائم بملحقاته اي نوع / سعة Maintenance of an existing four (4) meters box ( whole current ),41
601000008,EA,1955.00,توريد وتركيب/أستبدال غطاء خندق من الصاج Supplying and installation or replacement of trench cover (10mm thick ) for exis,42
603000002,EA,3711.00,توريد وتركيب غرفة وصلات/تفتيش من الخرسانة الجاهزة ( 800*800*950) بأي نوع تربة Supplying and Installation of any type pre,42
603000003,EA,4827.00,توريد وتركيب غرفة وصلات/تفتيش من الخرسانة الجاهزة (1100*900*1600) بأي نوع تربة Supplying and Installation of any type pr,42
603000005,EA,7015.00,توريد وتركيب غرفة وصلات/تفتيش من الخرسانة الجاهزة (1550*1550*1990) بأي نوع تربة Supplying and Installation of any type p,42
603000006,EA,10428.00,توريد وتركيب غرفة وصلات/تفتيش من الخرسانة الجاهزة (1700*2000*2800) بأي نوع تربة Supplying and Installation of any type p,42
603000010,EA,1621.00,توريد المواد وتثبيت حامل كابلات ج.متوسط / فايبر داخل غرفة التفتيش Supplying of required materials and Installation of ad,43
603000014,EA,358.00,توريد المواد وعمل صيانة لفتحة غطاء غرفة التفتيش القائمة Supplying required materials for Civil maintenance / repairing o,43
603000018,EA,328.00,إصلاح التأريض داخل غرفة التفتيش القائمة Repairing of Grounding inside an existing manhole / handhole إصلاح التأريض داخل ,43
603000032,EA,306.00,توريد وتركيب أنبوب ضد تسرب المياه... Supplying and installation of sealed ( 4”-8” ) diameter PVC pipe with its accessori,44
603000033,EA,128.00,توريد مواد وتركيب سدادة داخل غرفة... Supplying of required materials and installation of duct plug for duct with cable(a,44
603000037,EA,136.00,توريدوطلاء حامل كابلات داخل غرف تفتيش Supplying of all required materials and painting / re-painting of channel cable su,44
603000038,EA,166.00,توريد وطلاء إطار وغطاء غرفة تفتيش بطلاء Supplying of all required materials and painting / re-painting of manhole/handho,44
604000001,EA,361.00,توريد وتركيب عدد2 عمود حماية مربوطة بأذرع حديدية للأعمدة الهوائية Supplying and installation of two (2) protection posts,44
604000003,EA,159.00,رفع/ خفض/ إزاحة عدد 2 عمود حماية مربوطة بأذرع حديدية للأعمدة الهوائية Raising or lowering or relocation of two (2) prote,44
604000005,EA,418.00,إزالة عدد2 عمود حماية مربوطة بأذرع حديدية للأعمدة الهوائية Removal of two (2) protection posts ( barriers ) bonded with ,44
605000002,EA,165.00,توريد وطلاء عمود قائم ج.متوسط/منخفض بدهان عاكس للضوء بارتفاع 3م. Supplying of reflective paint and painting of an existi,44
605000003,EA,395.00,توريد دهان مقاوم لعوامل الطبيعة والصدأ وطلاء كامل العمود القائم بنفس اللون Supplying of weather proofing anti-rust paint,44
605000004,EA,313.00,توريد مادة عازلة للرطوبة وطلاء القاعدة والجزء السفلي المدفون من العمود Supplying of water proofing material (bitumen or ,44
605000005,EA,332.00,توريد المواد لاعادة دهان لوحة توزيع فرعية/ رئيسية قائمة Supplying of required materials and repainting of an existing mi,44
605000009,EA,163.00,توريد المواد ودهان جدران غرفة المحطات القائمةSupplying required materials and paint of an existing S/S room walls توريد ,45
606000029,EA,250.00,عمل ثقب في جدار خرساني أو اسمنتي قائم Coring for existing R.C.C / block walls for cable entrances / exits عمل ثقب في جدا,46
701000001,M,9.00,تمديد ماسورة بولي إثيلين اي مقاس Laying of any size high-density polyethylene (HDPE) duct with nylon rope inside the pip,46
701000002,M,17.00,"توريد وتمديد ماسورة بولي إثيلين مقاس50مم Supplying and Laying of 50mm size high-density polyethylene (HDPE) duct, with 4",46
701000003,M,38.00,توريد وتمديد مواسير الفايبر من النوع SUBDUCT مقاس حتى ويشمل50ملم (بعدد 4 مواسير داخلية) Supplying and laying of high-den,46
701000004,M,44.00,توريد وتمديد مواسير الفايبر من النوع SUBDUCT مقاس حتى ويشمل110ملم (بعدد 7 مواسير داخلية) Supplying and laying of high-de,46
701000005,M,19.00,توريد وتمديد مواسير الفايبر من النوع المموج Corrugated مقاس حتى ويشمل110ملم (بعدد 4 مواسير داخلية) Supplying and laying ,46
701000006,M,20.00,توريد وتمديد ماسورة مرنة مقاس32ملم لحماية كابلات الاتصالات Supplying and laying of 32 mm size flexible pipe inside Manho,46
701000008,M,21.00,توريد وتمديد مواسير الفايبر من النوعHDPE مقاس62 ملم(بعدد 12 ماسورة داخلية) Supplying and laying of HDPE 12-Way Duct (8mm,46
701000009,M,32.00,توريد وتمديد مواسير الفايبر من النوعHDPE مقاس102ملم(بعدد 16 ماسورة داخلية) Supplying and laying of HDPE 16-Way Duct (16m,46
702000006,M,16.00,تركيب وشد كابل الياف بصرية هوائي(ADSS F/O) أعلى من12 شعيرة بصرية على شبكة توزيع هوائية قائمة Installation and stringing ,47
702000009,M,21.00,تركيب وشد د.مفردة (ثلاث موصلات)<=170 وموصل الأرضي بداخله كابل الالياف البصرية) مع توريد وتركيب كيبل OPGW Installation an,47
702000010,M,21.00,تركيب وشد دائرة مزدوجة(ست موصلات حتى ويشمل 170 مم2 وموصل الأرضي بداخله كابل الالياف البصرية ) Installation and stringing,47
702000011,M,25.00,تركيب وشد دائرة مزدوجة(ست موصلات حتى ويشمل 170 مم2 وموصل الأرضي بداخله كابل الالياف البصرية ) مع توريد وتركيب كيبل OPGW ,47
702000012,M,27.00,توريد وتمديد كابل اتصالات( كابل ألياف بصرية ) اي سعة للربط بين صندوق توزيع و لوحة الحماية Supplying and Laying of any si,47
702000013,M,47.00,توريد واستبدال موصل أرضي بآخر يحتوي على كابل الألياف البصرية Supplying & Replacement of Earthing Conductor with another ,47
702000014,M,18.00,استبدال موصل أرضي بآخر يحتوي على كابل الألياف البصرية Replacement of Earthing Conductor with another Earthing Conductor ,47
702000015,EA,1198.00,"توريد وتركيب كابل فايبرpigtails داخل لوحات OFMR بطول2 متر Supplying and installation of Fiber Pigtail cable,SM, Simplex,",47
703000002,EA,6003.00,توريد وتركيب لوحة ألياف بصرية رئيسية( ODF ) سعة96 Supplying and installation of Optical Distribution Frame ( ODF ) wall/,47
703000003,EA,6003.00,توريد وتركيب صندوق توزيع ألياف بصرية (ODB) سعة96 Supplying and installation of Optical Distribution Box (ODB) 96 cores c,47
703000004,EA,5549.00,توريد وتركيب صندوق توزيع ألياف بصرية (ODB) سعة48 Supplying and installation of Optical Distribution Box (ODB) 48 cores c,47
703000005,EA,1422.00,توريد وتركيب صندوق توزيع ألياف بصرية (ODB) سعة24 Supplying and installation of Optical Distribution Box (ODB) 24 cores c,47
703000006,EA,8477.00,توريد وتركيب لوحة فايبر نوع(OFMR) Supplying and installation of Optical Fiber Management Rack (OFMR) FS ( 2200 x 900 x 4,47
703000007,EA,4803.00,توريد وتركيب لوحةاف اس ت ي ت ي لعدد 96 شعيرة مع ملحقاتها Supplying and installation of Fiber Splice Termination Panel (F,47
703000008,EA,5429.00,توريد وتركيب لوحة نوع اف تي ام لعدد96 شعيرة مع ملحقاتها Supplying and installation of Fiber Termination Module (FTM) 96F,47
704000001,EA,787.00,عمل وصلة مستقيمة لشعيرة واحدة لكابل ألياف بصرية/لكابل دليلي اي مقاس Making a straight joint for one (1) core of any size,47
704000006,EA,1828.00,توريد و تركيب صندوق لحام داخل غرفة التفتيش/على الأعمدة Supplying and installation of a splicing closure inside manhole o,47
705000001,EA,55.00,اختبار موصلية و مقدار الفقد لشعيرة كابل الألياف البصرية او كابل دليلي اي مقاس Testing the continuity and Optic loss ( En,48
706000001,EA,940.00,توريد وتركيب غطاء طرفي لأي كابل اتصالات/ كابل متعدد القلب/كابل تحكم/ كابل دليلي / كابل الالياف البصرية Supply and Instal,48
706000005,EA,500.00,توريد وتركيب لوحات الترقيم على لوحات وكابلات الفايبر Supplying and installation of fiber optic labeles for fiber optic p,48
708000002,EA,500.00,"تطبيق ضبطيات الحماية على معيدات التيار في المغذيات الهوائية Implementation of the Number of Counts, OC and EF Pick-up, S",48
708000003,EA,400.00,سحب ملفات الضبطيات وملفات سجلات الأحداث والأعطال لجميع أنواع معيدات التيار والمجزئات وجميع المرحلات في وحدات القياس الحل,48
708000004,EA,1000.00,"اختبار كامل نظام الحماية لوحدات القياس الحلقية والوحدات الحلقية Testing the Protection System of MRMUs and RMUs, includi",48
708000007,EA,600.00,صيانة واختبار كامل نظام الحماية لمعيدات الوصل في المغذيات الهوائية Troubleshooting & Maintenance of the Protection Syste,49
708000009,EA,600.00,فحص نظام حماية معيدات التيار Inspection of Field Reclosers or Sectionalizers Protection System which involves checking C,49
